"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_send_token' resolved to 'linphone_account_creator_cbs_set_send_token!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_is_account_activated' resolved to 'linphone_account_creator_cbs_set_is_account_activated!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_link_account' resolved to 'linphone_account_creator_cbs_set_link_account!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_activate_alias' resolved to 'linphone_account_creator_cbs_set_activate_alias!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_is_alias_used' resolved to 'linphone_account_creator_cbs_set_is_alias_used!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_is_account_linked' resolved to 'linphone_account_creator_cbs_set_is_account_linked!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_recover_account' resolved to 'linphone_account_creator_cbs_set_recover_account!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_update_account' resolved to 'linphone_account_creator_cbs_set_update_account!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_creator_cbs_set_login_linphone_account' resolved to 'linphone_account_creator_cbs_set_login_linphone_account!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_get_current_callbacks' resolved to 'linphone_account_get_current_callbacks!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_account_cbs_set_registration_state_changed' resolved to 'linphone_account_cbs_set_registration_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_get_current_callbacks' resolved to 'linphone_call_get_current_callbacks!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_dtmf_received' resolved to 'linphone_call_cbs_set_dtmf_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_goclear_ack_sent' resolved to 'linphone_call_cbs_set_goclear_ack_sent!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_encryption_changed' resolved to 'linphone_call_cbs_set_encryption_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_info_message_received' resolved to 'linphone_call_cbs_set_info_message_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_state_changed' resolved to 'linphone_call_cbs_set_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_stats_updated' resolved to 'linphone_call_cbs_set_stats_updated!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_transfer_state_changed' resolved to 'linphone_call_cbs_set_transfer_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_ack_processing' resolved to 'linphone_call_cbs_set_ack_processing!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_tmmbr_received' resolved to 'linphone_call_cbs_set_tmmbr_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_snapshot_taken' resolved to 'linphone_call_cbs_set_snapshot_taken!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_next_video_frame_decoded' resolved to 'linphone_call_cbs_set_next_video_frame_decoded!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_camera_not_working' resolved to 'linphone_call_cbs_set_camera_not_working!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_audio_device_changed' resolved to 'linphone_call_cbs_set_audio_device_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_call_cbs_set_remote_recording' resolved to 'linphone_call_cbs_set_remote_recording!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_get_current_callbacks' resolved to 'linphone_chat_message_get_current_callbacks!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_cbs_set_msg_state_changed' resolved to 'linphone_chat_message_cbs_set_msg_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_cbs_set_file_transfer_recv' resolved to 'linphone_chat_message_cbs_set_file_transfer_recv!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_cbs_set_file_transfer_send' resolved to 'linphone_chat_message_cbs_set_file_transfer_send!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_cbs_set_file_transfer_send_chunk' resolved to 'linphone_chat_message_cbs_set_file_transfer_send_chunk!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_cbs_set_file_transfer_progress_indication' resolved to 'linphone_chat_message_cbs_set_file_transfer_progress_indication!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_cbs_set_participant_imdn_state_changed' resolved to 'linphone_chat_message_cbs_set_participant_imdn_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_cbs_set_ephemeral_message_timer_started' resolved to 'linphone_chat_message_cbs_set_ephemeral_message_timer_started!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_message_cbs_set_ephemeral_message_deleted' resolved to 'linphone_chat_message_cbs_set_ephemeral_message_deleted!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_get_current_callbacks' resolved to 'linphone_chat_room_get_current_callbacks!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_is_composing_received' resolved to 'linphone_chat_room_cbs_set_is_composing_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_message_received' resolved to 'linphone_chat_room_cbs_set_message_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_messages_received' resolved to 'linphone_chat_room_cbs_set_messages_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_new_event' resolved to 'linphone_chat_room_cbs_set_new_event!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_new_events' resolved to 'linphone_chat_room_cbs_set_new_events!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_chat_message_received' resolved to 'linphone_chat_room_cbs_set_chat_message_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_chat_messages_received' resolved to 'linphone_chat_room_cbs_set_chat_messages_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_chat_message_sending' resolved to 'linphone_chat_room_cbs_set_chat_message_sending!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_chat_message_sent' resolved to 'linphone_chat_room_cbs_set_chat_message_sent!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_added' resolved to 'linphone_chat_room_cbs_set_participant_added!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_removed' resolved to 'linphone_chat_room_cbs_set_participant_removed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_admin_status_changed' resolved to 'linphone_chat_room_cbs_set_participant_admin_status_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_state_changed' resolved to 'linphone_chat_room_cbs_set_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_security_event' resolved to 'linphone_chat_room_cbs_set_security_event!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_subject_changed' resolved to 'linphone_chat_room_cbs_set_subject_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_undecryptable_message_received' resolved to 'linphone_chat_room_cbs_set_undecryptable_message_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_device_added' resolved to 'linphone_chat_room_cbs_set_participant_device_added!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_device_removed' resolved to 'linphone_chat_room_cbs_set_participant_device_removed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_device_state_changed' resolved to 'linphone_chat_room_cbs_set_participant_device_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_device_media_availability_changed' resolved to 'linphone_chat_room_cbs_set_participant_device_media_availability_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_conference_joined' resolved to 'linphone_chat_room_cbs_set_conference_joined!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_conference_left' resolved to 'linphone_chat_room_cbs_set_conference_left!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_ephemeral_event' resolved to 'linphone_chat_room_cbs_set_ephemeral_event!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_ephemeral_message_timer_started' resolved to 'linphone_chat_room_cbs_set_ephemeral_message_timer_started!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_ephemeral_message_deleted' resolved to 'linphone_chat_room_cbs_set_ephemeral_message_deleted!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_conference_address_generation' resolved to 'linphone_chat_room_cbs_set_conference_address_generation!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_registration_subscription_requested' resolved to 'linphone_chat_room_cbs_set_participant_registration_subscription_requested!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_participant_registration_unsubscription_requested' resolved to 'linphone_chat_room_cbs_set_participant_registration_unsubscription_requested!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_chat_message_should_be_stored' resolved to 'linphone_chat_room_cbs_set_chat_message_should_be_stored!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_chat_room_cbs_set_chat_message_participant_imdn_state_changed' resolved to 'linphone_chat_room_cbs_set_chat_message_participant_imdn_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_get_current_callbacks' resolved to 'linphone_conference_get_current_callbacks!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_added' resolved to 'linphone_conference_cbs_set_participant_added!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_removed' resolved to 'linphone_conference_cbs_set_participant_removed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_device_added' resolved to 'linphone_conference_cbs_set_participant_device_added!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_device_removed' resolved to 'linphone_conference_cbs_set_participant_device_removed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_admin_status_changed' resolved to 'linphone_conference_cbs_set_participant_admin_status_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_device_state_changed' resolved to 'linphone_conference_cbs_set_participant_device_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_device_media_availability_changed' resolved to 'linphone_conference_cbs_set_participant_device_media_availability_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_device_media_capability_changed' resolved to 'linphone_conference_cbs_set_participant_device_media_capability_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_state_changed' resolved to 'linphone_conference_cbs_set_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_available_media_changed' resolved to 'linphone_conference_cbs_set_available_media_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_subject_changed' resolved to 'linphone_conference_cbs_set_subject_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_device_is_speaking_changed' resolved to 'linphone_conference_cbs_set_participant_device_is_speaking_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_participant_device_is_muted' resolved to 'linphone_conference_cbs_set_participant_device_is_muted!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_cbs_set_audio_device_changed' resolved to 'linphone_conference_cbs_set_audio_device_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_scheduler_get_current_callbacks' resolved to 'linphone_conference_scheduler_get_current_callbacks!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_scheduler_cbs_set_state_changed' resolved to 'linphone_conference_scheduler_cbs_set_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_conference_scheduler_cbs_set_invitations_sent' resolved to 'linphone_conference_scheduler_cbs_set_invitations_sent!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_get_current_callbacks' resolved to 'linphone_core_get_current_callbacks!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_global_state_changed' resolved to 'linphone_core_cbs_set_global_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_registration_state_changed' resolved to 'linphone_core_cbs_set_registration_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_conference_info_received' resolved to 'linphone_core_cbs_set_conference_info_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_push_notification_received' resolved to 'linphone_core_cbs_set_push_notification_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_call_state_changed' resolved to 'linphone_core_cbs_set_call_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_notify_presence_received' resolved to 'linphone_core_cbs_set_notify_presence_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_notify_presence_received_for_uri_or_tel' resolved to 'linphone_core_cbs_set_notify_presence_received_for_uri_or_tel!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_new_subscription_requested' resolved to 'linphone_core_cbs_set_new_subscription_requested!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_authentication_requested' resolved to 'linphone_core_cbs_set_authentication_requested!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_call_log_updated' resolved to 'linphone_core_cbs_set_call_log_updated!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_call_id_updated' resolved to 'linphone_core_cbs_set_call_id_updated!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_message_received' resolved to 'linphone_core_cbs_set_message_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_messages_received' resolved to 'linphone_core_cbs_set_messages_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_message_sent' resolved to 'linphone_core_cbs_set_message_sent!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_chat_room_read' resolved to 'linphone_core_cbs_set_chat_room_read!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_message_received_unable_decrypt' resolved to 'linphone_core_cbs_set_message_received_unable_decrypt!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_is_composing_received' resolved to 'linphone_core_cbs_set_is_composing_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_dtmf_received' resolved to 'linphone_core_cbs_set_dtmf_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_refer_received' resolved to 'linphone_core_cbs_set_refer_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_call_goclear_ack_sent' resolved to 'linphone_core_cbs_set_call_goclear_ack_sent!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_call_encryption_changed' resolved to 'linphone_core_cbs_set_call_encryption_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_transfer_state_changed' resolved to 'linphone_core_cbs_set_transfer_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_buddy_info_updated' resolved to 'linphone_core_cbs_set_buddy_info_updated!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_call_stats_updated' resolved to 'linphone_core_cbs_set_call_stats_updated!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_info_received' resolved to 'linphone_core_cbs_set_info_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_subscription_state_changed' resolved to 'linphone_core_cbs_set_subscription_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_notify_sent' resolved to 'linphone_core_cbs_set_notify_sent!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_notify_received' resolved to 'linphone_core_cbs_set_notify_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_subscribe_received' resolved to 'linphone_core_cbs_set_subscribe_received!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_publish_state_changed' resolved to 'linphone_core_cbs_set_publish_state_changed!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_configuring_status' resolved to 'linphone_core_cbs_set_configuring_status!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_network_reachable' resolved to 'linphone_core_cbs_set_network_reachable!liblinphone' from 'liblinphone'."
"Message",Normal,"          P/Invoke 'linphone_core_cbs_set_log_collection_upload_state_changed' resolved to 'linphone_core_cbs_set_log_collection_upload_state_changed!liblinphone' from 'liblinphone'."
